parametro,activo,mercado,hecho,fuente_respaldo,precision_temporal,estado_documental,semantica_pendiente,compatibilidad_motor,cambio_propuesto,supuesto_adicional_necesario,fact_id,source_id,known_from_utc,conocimiento_documental,aplicabilidad_documental,loadable_by_rulebook
MARKET_LOT_SIZE.stepSize,BTCUSDT,futures_usdm_perpetual,"{""original"":""0.001"",""normalizado"":""0.001"",""unidad"":""BTC""}",https://web.archive.org/web/20221127174756id_/https://fapi.binance.com/fapi/v1/exchangeInfo,"{""kind"":""capture"",""valid_from_utc"":null,""valid_to_exclusive_utc"":null,""effective_at_utc"":null,""earliest_utc"":null,""latest_utc"":null,""observed_at_utc"":""2022-11-16T20:55:42Z"",""continuity_proven"":false}",observacion_puntual,LOT_SIZE y MARKET_LOT_SIZE son filtros distintos; maxQty limita cada orden.,El motor usa un único step/min_qty/max_qty y exige valores positivos.,"Conservar evidencia; diagnóstico atemporal, sin interpolar ni forward-fill.",Cualquier persistencia fuera del punto/evento sería un supuesto nuevo no aprobado.,FUTI22B_BTCUSDT_MARKET_LOT_SIZE_stepSize,FUTI22B,,"{""known_from_utc"":null,""document_observed_at_utc"":""2022-11-16T20:55:42Z"",""consulted_at_utc"":""2026-09-24T23:57:14.373209Z"",""publication_labels"":[],""publication_timezone_unknown"":true,""note"":""Captura acredita contenido observado, no inicio operativo ni primera publicación. Versión actual no prueba disponibilidad histórica de todas sus enmiendas.""}","{""orders"":""MARKET"",""filter_type"":""MARKET_LOT_SIZE"",""flags"":{},""existing_orders_affected"":null,""existing_positions_affected"":null,""position_increases"":null,""semantic_reference"":""DOC_FUT"",""historical_semantic_version_verified"":false}",False
MARKET_LOT_SIZE.maxQty,BTCUSDT,futures_usdm_perpetual,"{""original"":""120"",""normalizado"":""120"",""unidad"":""BTC""}",https://web.archive.org/web/20221127174756id_/https://fapi.binance.com/fapi/v1/exchangeInfo,"{""kind"":""capture"",""valid_from_utc"":null,""valid_to_exclusive_utc"":null,""effective_at_utc"":null,""earliest_utc"":null,""latest_utc"":null,""observed_at_utc"":""2022-11-16T20:55:42Z"",""continuity_proven"":false}",observacion_puntual,LOT_SIZE y MARKET_LOT_SIZE son filtros distintos; maxQty limita cada orden.,El motor usa un único step/min_qty/max_qty y exige valores positivos.,"Conservar evidencia; diagnóstico atemporal, sin interpolar ni forward-fill.",Cualquier persistencia fuera del punto/evento sería un supuesto nuevo no aprobado.,FUTI22B_BTCUSDT_MARKET_LOT_SIZE_maxQty,FUTI22B,,"{""known_from_utc"":null,""document_observed_at_utc"":""2022-11-16T20:55:42Z"",""consulted_at_utc"":""2026-09-24T23:57:14.373209Z"",""publication_labels"":[],""publication_timezone_unknown"":true,""note"":""Captura acredita contenido observado, no inicio operativo ni primera publicación. Versión actual no prueba disponibilidad histórica de todas sus enmiendas.""}","{""orders"":""MARKET"",""filter_type"":""MARKET_LOT_SIZE"",""flags"":{},""existing_orders_affected"":null,""existing_positions_affected"":null,""position_increases"":null,""semantic_reference"":""DOC_FUT"",""historical_semantic_version_verified"":false}",False
MARKET_LOT_SIZE.minQty,BTCUSDT,futures_usdm_perpetual,"{""original"":""0.001"",""normalizado"":""0.001"",""unidad"":""BTC""}",https://web.archive.org/web/20221127174756id_/https://fapi.binance.com/fapi/v1/exchangeInfo,"{""kind"":""capture"",""valid_from_utc"":null,""valid_to_exclusive_utc"":null,""effective_at_utc"":null,""earliest_utc"":null,""latest_utc"":null,""observed_at_utc"":""2022-11-16T20:55:42Z"",""continuity_proven"":false}",observacion_puntual,LOT_SIZE y MARKET_LOT_SIZE son filtros distintos; maxQty limita cada orden.,El motor usa un único step/min_qty/max_qty y exige valores positivos.,"Conservar evidencia; diagnóstico atemporal, sin interpolar ni forward-fill.",Cualquier persistencia fuera del punto/evento sería un supuesto nuevo no aprobado.,FUTI22B_BTCUSDT_MARKET_LOT_SIZE_minQty,FUTI22B,,"{""known_from_utc"":null,""document_observed_at_utc"":""2022-11-16T20:55:42Z"",""consulted_at_utc"":""2026-09-24T23:57:14.373209Z"",""publication_labels"":[],""publication_timezone_unknown"":true,""note"":""Captura acredita contenido observado, no inicio operativo ni primera publicación. Versión actual no prueba disponibilidad histórica de todas sus enmiendas.""}","{""orders"":""MARKET"",""filter_type"":""MARKET_LOT_SIZE"",""flags"":{},""existing_orders_affected"":null,""existing_positions_affected"":null,""position_increases"":null,""semantic_reference"":""DOC_FUT"",""historical_semantic_version_verified"":false}",False
MAX_NUM_ORDERS.limit,BTCUSDT,futures_usdm_perpetual,"{""original"":200,""normalizado"":""200"",""unidad"":""dimensionless""}",https://web.archive.org/web/20221127174756id_/https://fapi.binance.com/fapi/v1/exchangeInfo,"{""kind"":""capture"",""valid_from_utc"":null,""valid_to_exclusive_utc"":null,""effective_at_utc"":null,""earliest_utc"":null,""latest_utc"":null,""observed_at_utc"":""2022-11-16T20:55:42Z"",""continuity_proven"":false}",observacion_puntual,"Vigencia, captura, publicación y conocimiento son dimensiones separadas. El campo no tiene representación separada o no se usa en órdenes MARKET del motor.",No cargar: RuleBook exige snapshot completo y cobertura temporal acreditada.,"Conservar evidencia; diagnóstico atemporal, sin interpolar ni forward-fill.",Cualquier persistencia fuera del punto/evento sería un supuesto nuevo no aprobado.,FUTI22B_BTCUSDT_MAX_NUM_ORDERS_limit,FUTI22B,,"{""known_from_utc"":null,""document_observed_at_utc"":""2022-11-16T20:55:42Z"",""consulted_at_utc"":""2026-09-24T23:57:14.373209Z"",""publication_labels"":[],""publication_timezone_unknown"":true,""note"":""Captura acredita contenido observado, no inicio operativo ni primera publicación. Versión actual no prueba disponibilidad histórica de todas sus enmiendas.""}","{""orders"":""ver filtro y banderas"",""filter_type"":""MAX_NUM_ORDERS"",""flags"":{},""existing_orders_affected"":null,""existing_positions_affected"":null,""position_increases"":null,""semantic_reference"":""DOC_FUT"",""historical_semantic_version_verified"":false}",False
MAX_NUM_ALGO_ORDERS.limit,BTCUSDT,futures_usdm_perpetual,"{""original"":10,""normalizado"":""10"",""unidad"":""dimensionless""}",https://web.archive.org/web/20221127174756id_/https://fapi.binance.com/fapi/v1/exchangeInfo,"{""kind"":""capture"",""valid_from_utc"":null,""valid_to_exclusive_utc"":null,""effective_at_utc"":null,""earliest_utc"":null,""latest_utc"":null,""observed_at_utc"":""2022-11-16T20:55:42Z"",""continuity_proven"":false}",observacion_puntual,"Vigencia, captura, publicación y conocimiento son dimensiones separadas. El campo no tiene representación separada o no se usa en órdenes MARKET del motor.",No cargar: RuleBook exige snapshot completo y cobertura temporal acreditada.,"Conservar evidencia; diagnóstico atemporal, sin interpolar ni forward-fill.",Cualquier persistencia fuera del punto/evento sería un supuesto nuevo no aprobado.,FUTI22B_BTCUSDT_MAX_NUM_ALGO_ORDERS_limit,FUTI22B,,"{""known_from_utc"":null,""document_observed_at_utc"":""2022-11-16T20:55:42Z"",""consulted_at_utc"":""2026-09-24T23:57:14.373209Z"",""publication_labels"":[],""publication_timezone_unknown"":true,""note"":""Captura acredita contenido observado, no inicio operativo ni primera publicación. Versión actual no prueba disponibilidad histórica de todas sus enmiendas.""}","{""orders"":""ver filtro y banderas"",""filter_type"":""MAX_NUM_ALGO_ORDERS"",""flags"":{},""existing_orders_affected"":null,""existing_positions_affected"":null,""position_increases"":null,""semantic_reference"":""DOC_FUT"",""historical_semantic_version_verified"":false}",False
MIN_NOTIONAL.notional,BTCUSDT,futures_usdm_perpetual,"{""original"":""5"",""normalizado"":""5"",""unidad"":""USDT""}",https://web.archive.org/web/20221127174756id_/https://fapi.binance.com/fapi/v1/exchangeInfo,"{""kind"":""capture"",""valid_from_utc"":null,""valid_to_exclusive_utc"":null,""effective_at_utc"":null,""earliest_utc"":null,""latest_utc"":null,""observed_at_utc"":""2022-11-16T20:55:42Z"",""continuity_proven"":false}",observacion_puntual,"Banderas MARKET, promedio de precio y exenciones/reducciones requieren tratamiento propio.",min_notional/max_notional únicos; sin banderas MARKET ni precio medio del filtro.,"Conservar evidencia; diagnóstico atemporal, sin interpolar ni forward-fill.",Usar quantity*primer reference_price del fill es proxy diagnóstico; no validación de la orden.,FUTI22B_BTCUSDT_MIN_NOTIONAL_notional,FUTI22B,,"{""known_from_utc"":null,""document_observed_at_utc"":""2022-11-16T20:55:42Z"",""consulted_at_utc"":""2026-09-24T23:57:14.373209Z"",""publication_labels"":[],""publication_timezone_unknown"":true,""note"":""Captura acredita contenido observado, no inicio operativo ni primera publicación. Versión actual no prueba disponibilidad histórica de todas sus enmiendas.""}","{""orders"":""ver filtro y banderas"",""filter_type"":""MIN_NOTIONAL"",""flags"":{},""existing_orders_affected"":null,""existing_positions_affected"":null,""position_increases"":null,""semantic_reference"":""DOC_FUT"",""historical_semantic_version_verified"":false}",False
PERCENT_PRICE.multiplierDown,BTCUSDT,futures_usdm_perpetual,"{""original"":""0.9500"",""normalizado"":""0.95"",""unidad"":""dimensionless""}",https://web.archive.org/web/20221127174756id_/https://fapi.binance.com/fapi/v1/exchangeInfo,"{""kind"":""capture"",""valid_from_utc"":null,""valid_to_exclusive_utc"":null,""effective_at_utc"":null,""earliest_utc"":null,""latest_utc"":null,""observed_at_utc"":""2022-11-16T20:55:42Z"",""continuity_proven"":false}",observacion_puntual,"Vigencia, captura, publicación y conocimiento son dimensiones separadas. El campo no tiene representación separada o no se usa en órdenes MARKET del motor.",No cargar: RuleBook exige snapshot completo y cobertura temporal acreditada.,"Conservar evidencia; diagnóstico atemporal, sin interpolar ni forward-fill.",Cualquier persistencia fuera del punto/evento sería un supuesto nuevo no aprobado.,FUTI22B_BTCUSDT_PERCENT_PRICE_multiplierDown,FUTI22B,,"{""known_from_utc"":null,""document_observed_at_utc"":""2022-11-16T20:55:42Z"",""consulted_at_utc"":""2026-09-24T23:57:14.373209Z"",""publication_labels"":[],""publication_timezone_unknown"":true,""note"":""Captura acredita contenido observado, no inicio operativo ni primera publicación. Versión actual no prueba disponibilidad histórica de todas sus enmiendas.""}","{""orders"":""ver filtro y banderas"",""filter_type"":""PERCENT_PRICE"",""flags"":{},""existing_orders_affected"":null,""existing_positions_affected"":null,""position_increases"":null,""semantic_reference"":""DOC_FUT"",""historical_semantic_version_verified"":false}",False
PERCENT_PRICE.multiplierUp,BTCUSDT,futures_usdm_perpetual,"{""original"":""1.0500"",""normalizado"":""1.05"",""unidad"":""dimensionless""}",https://web.archive.org/web/20221127174756id_/https://fapi.binance.com/fapi/v1/exchangeInfo,"{""kind"":""capture"",""valid_from_utc"":null,""valid_to_exclusive_utc"":null,""effective_at_utc"":null,""earliest_utc"":null,""latest_utc"":null,""observed_at_utc"":""2022-11-16T20:55:42Z"",""continuity_proven"":false}",observacion_puntual,"Vigencia, captura, publicación y conocimiento son dimensiones separadas. El campo no tiene representación separada o no se usa en órdenes MARKET del motor.",No cargar: RuleBook exige snapshot completo y cobertura temporal acreditada.,"Conservar evidencia; diagnóstico atemporal, sin interpolar ni forward-fill.",Cualquier persistencia fuera del punto/evento sería un supuesto nuevo no aprobado.,FUTI22B_BTCUSDT_PERCENT_PRICE_multiplierUp,FUTI22B,,"{""known_from_utc"":null,""document_observed_at_utc"":""2022-11-16T20:55:42Z"",""consulted_at_utc"":""2026-09-24T23:57:14.373209Z"",""publication_labels"":[],""publication_timezone_unknown"":true,""note"":""Captura acredita contenido observado, no inicio operativo ni primera publicación. Versión actual no prueba disponibilidad histórica de todas sus enmiendas.""}","{""orders"":""ver filtro y banderas"",""filter_type"":""PERCENT_PRICE"",""flags"":{},""existing_orders_affected"":null,""existing_positions_affected"":null,""position_increases"":null,""semantic_reference"":""DOC_FUT"",""historical_semantic_version_verified"":false}",False
PERCENT_PRICE.multiplierDecimal,BTCUSDT,futures_usdm_perpetual,"{""original"":""4"",""normalizado"":""4"",""unidad"":""dimensionless""}",https://web.archive.org/web/20221127174756id_/https://fapi.binance.com/fapi/v1/exchangeInfo,"{""kind"":""capture"",""valid_from_utc"":null,""valid_to_exclusive_utc"":null,""effective_at_utc"":null,""earliest_utc"":null,""latest_utc"":null,""observed_at_utc"":""2022-11-16T20:55:42Z"",""continuity_proven"":false}",observacion_puntual,"Vigencia, captura, publicación y conocimiento son dimensiones separadas. El campo no tiene representación separada o no se usa en órdenes MARKET del motor.",No cargar: RuleBook exige snapshot completo y cobertura temporal acreditada.,"Conservar evidencia; diagnóstico atemporal, sin interpolar ni forward-fill.",Cualquier persistencia fuera del punto/evento sería un supuesto nuevo no aprobado.,FUTI22B_BTCUSDT_PERCENT_PRICE_multiplierDecimal,FUTI22B,,"{""known_from_utc"":null,""document_observed_at_utc"":""2022-11-16T20:55:42Z"",""consulted_at_utc"":""2026-09-24T23:57:14.373209Z"",""publication_labels"":[],""publication_timezone_unknown"":true,""note"":""Captura acredita contenido observado, no inicio operativo ni primera publicación. Versión actual no prueba disponibilidad histórica de todas sus enmiendas.""}","{""orders"":""ver filtro y banderas"",""filter_type"":""PERCENT_PRICE"",""flags"":{},""existing_orders_affected"":null,""existing_positions_affected"":null,""position_increases"":null,""semantic_reference"":""DOC_FUT"",""historical_semantic_version_verified"":false}",False
liquidationFee,BTCUSDT,futures_usdm_perpetual,"{""original"":""0.017500"",""normalizado"":""0.0175"",""unidad"":""fraction""}",https://web.archive.org/web/20221127174756id_/https://fapi.binance.com/fapi/v1/exchangeInfo,"{""kind"":""capture"",""valid_from_utc"":null,""valid_to_exclusive_utc"":null,""effective_at_utc"":null,""earliest_utc"":null,""latest_utc"":null,""observed_at_utc"":""2022-11-16T20:55:42Z"",""continuity_proven"":false}",observacion_puntual,"Tasa, base execution_notional y cobro regular simultáneo no comparten cobertura histórica completa.","Motor admite tasa/base/cargo regular, pero cobertura y excepciones faltan.",Conservar costos de liquidación BASE_E3; no escalar con FUT4 ni margen.,Cualquier persistencia fuera del punto/evento sería un supuesto nuevo no aprobado.,FUTI22B_BTCUSDT_liquidationFee,FUTI22B,,"{""known_from_utc"":null,""document_observed_at_utc"":""2022-11-16T20:55:42Z"",""consulted_at_utc"":""2026-09-24T23:57:14.373209Z"",""publication_labels"":[],""publication_timezone_unknown"":true,""note"":""Captura acredita contenido observado, no inicio operativo ni primera publicación. Versión actual no prueba disponibilidad histórica de todas sus enmiendas.""}","{""orders"":null,""existing_orders_affected"":null,""existing_positions_affected"":null,""position_increases"":null}",False
marketTakeBound,BTCUSDT,futures_usdm_perpetual,"{""original"":""0.05"",""normalizado"":""0.05"",""unidad"":""fraction""}",https://web.archive.org/web/20221127174756id_/https://fapi.binance.com/fapi/v1/exchangeInfo,"{""kind"":""capture"",""valid_from_utc"":null,""valid_to_exclusive_utc"":null,""effective_at_utc"":null,""earliest_utc"":null,""latest_utc"":null,""observed_at_utc"":""2022-11-16T20:55:42Z"",""continuity_proven"":false}",observacion_puntual,"Vigencia, captura, publicación y conocimiento son dimensiones separadas. El campo no tiene representación separada o no se usa en órdenes MARKET del motor.",No cargar: RuleBook exige snapshot completo y cobertura temporal acreditada.,"Conservar evidencia; diagnóstico atemporal, sin interpolar ni forward-fill.",Cualquier persistencia fuera del punto/evento sería un supuesto nuevo no aprobado.,FUTI22B_BTCUSDT_marketTakeBound,FUTI22B,,"{""known_from_utc"":null,""document_observed_at_utc"":""2022-11-16T20:55:42Z"",""consulted_at_utc"":""2026-09-24T23:57:14.373209Z"",""publication_labels"":[],""publication_timezone_unknown"":true,""note"":""Captura acredita contenido observado, no inicio operativo ni primera publicación. Versión actual no prueba disponibilidad histórica de todas sus enmiendas.""}","{""orders"":null,""existing_orders_affected"":null,""existing_positions_affected"":null,""position_increases"":null}",False
triggerProtect,BTCUSDT,futures_usdm_perpetual,"{""original"":""0.0500"",""normalizado"":""0.05"",""unidad"":""fraction""}",https://web.archive.org/web/20221127174756id_/https://fapi.binance.com/fapi/v1/exchangeInfo,"{""kind"":""capture"",""valid_from_utc"":null,""valid_to_exclusive_utc"":null,""effective_at_utc"":null,""earliest_utc"":null,""latest_utc"":null,""observed_at_utc"":""2022-11-16T20:55:42Z"",""continuity_proven"":false}",observacion_puntual,"Vigencia, captura, publicación y conocimiento son dimensiones separadas. El campo no tiene representación separada o no se usa en órdenes MARKET del motor.",No cargar: RuleBook exige snapshot completo y cobertura temporal acreditada.,"Conservar evidencia; diagnóstico atemporal, sin interpolar ni forward-fill.",Cualquier persistencia fuera del punto/evento sería un supuesto nuevo no aprobado.,FUTI22B_BTCUSDT_triggerProtect,FUTI22B,,"{""known_from_utc"":null,""document_observed_at_utc"":""2022-11-16T20:55:42Z"",""consulted_at_utc"":""2026-09-24T23:57:14.373209Z"",""publication_labels"":[],""publication_timezone_unknown"":true,""note"":""Captura acredita contenido observado, no inicio operativo ni primera publicación. Versión actual no prueba disponibilidad histórica de todas sus enmiendas.""}","{""orders"":null,""existing_orders_affected"":null,""existing_positions_affected"":null,""position_increases"":null}",False
